3	412	905
2	43	392.27532958984375	202.2681121826172
0	44	322.9915466308594	195.24264526367188
1	44	408.7460632324219	245.55831909179688
2	44	391.7689208984375	231.98141479492188
0	45	327.3116455078125	297.67529296875
1	45	409.978515625	337.0261535644531
2	45	392.207275390625	355.1936950683594
0	46	321.3540954589844	81.5600357055664
1	46	410.29351806640625	141.64163208007812
0	47	321.3540954589844	81.5600357055664
1	47	410.29351806640625	141.64163208007812
2	47	394.892822265625	107.31919860839844
0	48	324.1431884765625	157.13221740722656
1	48	411.02093505859375	211.1162872314453
0	49	327.6986083984375	255.98016357421875
1	49	411.0748291015625	300.1510925292969
0	50	328.23455810546875	283.5555419921875
1	50	411.3049621582031	324.486572265625
2	50	393.844482421875	337.6280212402344
0	51	329.0821228027344	316.3794250488281
1	51	411.4544372558594	353.0257263183594
0	52	327.02630615234375	181.04986572265625
1	52	412.94732666015625	232.62257385253906
2	52	396.7548522949219	216.9858856201172
0	53	325.9181213378906	83.16204071044922
1	53	415.0624084472656	143.0585174560547
2	53	400.21148681640625	109.40846252441406
0	54	331.0846862792969	234.49813842773438
1	54	415.5554504394531	281.2802734375
2	54	399.2734680175781	278.65399169921875
0	55	332.9619140625	146.07882690429688
1	55	419.674560546875	200.3745574951172
0	56	337.8240966796875	283.2454833984375
1	56	420.76654052734375	323.31201171875
2	56	404.19647216796875	338.2737731933594
0	57	339.5989990234375	169.10769653320312
1	57	425.36090087890625	221.1942138671875
0	58	337.05316162109375	73.78535461425781
1	58	426.6780090332031	133.68173217773438
0	59	341.33648681640625	195.8383026123047
1	59	426.6871032714844	245.4950408935547
2	59	412.0816650390625	234.03330993652344
0	60	337.35504150390625	58.27362823486328
1	60	427.4396057128906	118.93599700927734
2	60	413.4395446777344	83.7392349243164
0	61	342.57403564453125	186.56878662109375
1	61	428.04132080078125	237.08506774902344
0	62	340.44183349609375	85.4255142211914
1	62	429.4945068359375	144.1479034423828
2	62	415.5530700683594	112.38379669189453
0	63	339.1377258300781	45.3713493347168
1	63	429.55108642578125	106.95655822753906
2	63	415.8505554199219	70.62584686279297
0	64	340.1431579589844	71.54756164550781
1	64	429.7345275878906	131.19198608398438
2	64	415.72979736328125	97.76101684570312
0	65	346.3092041015625	225.44851684570312
1	65	430.5111999511719	271.460693359375
0	66	341.8974914550781	57.337860107421875
1	66	431.9712219238281	118.03169250488281
0	67	349.7534484863281	222.87770080566406
1	67	434.08648681640625	269.2955017089844
0	68	345.75689697265625	89.07080078125
1	68	434.4897155761719	147.34451293945312
0	69	349.62030029296875	199.22409057617188
1	69	434.5361633300781	247.9109344482422
2	69	420.9985046386719	236.86563110351562
0	70	349.62030029296875	199.22409057617188
1	70	434.5361633300781	247.9109344482422
2	70	420.9985046386719	236.86563110351562
0	71	350.0443115234375	194.6392364501953
1	71	435.0155944824219	243.39735412597656
0	72	346.2691345214844	60.17892837524414
1	72	436.1763916015625	120.4526138305664
0	73	347.9231872558594	86.48286437988281
1	73	436.8063659667969	144.47418212890625
0	74	350.7454833984375	168.43502807617188
1	74	437.03631591796875	220.22425842285156
2	74	423.1022033691406	203.12672424316406
0	75	353.5450134277344	236.10189819335938
1	75	437.35052490234375	281.0666198730469
2	75	424.40069580078125	280.6201477050781
0	76	351.50372314453125	153.77767944335938
1	76	437.9981384277344	206.260009765625
2	76	424.7795715332031	186.32858276367188
0	77	350.2826843261719	99.1897201538086
1	77	438.8623046875	156.47129821777344
0	78	356.7557067871094	230.98043823242188
1	78	440.3533935546875	276.2417297363281
2	78	428.0584716796875	274.8587646484375
0	79	356.7557067871094	230.98043823242188
1	79	440.3533935546875	276.2417297363281
0	80	356.7557067871094	230.98043823242188
1	80	440.35382080078125	276.3492126464844
0	81	351.3260498046875	65.85819244384766
1	81	440.3832092285156	125.25138854980469
2	81	427.3932189941406	91.90772247314453
0	82	355.3633728027344	165.34214782714844
1	82	441.1513671875	216.88124084472656
2	82	428.9241943359375	199.3308868408203
0	83	357.0783386230469	199.3983154296875
1	83	441.97821044921875	247.80606079101562
0	84	357.8338623046875	169.63824462890625
1	84	443.7251892089844	220.73863220214844
2	84	431.4812316894531	204.39569091796875
0	85	362.4844665527344	298.2466735839844
1	85	444.1607666015625	335.1903381347656
2	85	432.8047180175781	355.886962890625
0	86	370.20556640625	381.13739013671875
1	86	449.45880126953125	406.7668151855469
0	87	369.5912170410156	278.1866760253906
1	87	451.6546936035156	317.28533935546875
2	87	440.7984313964844	331.1468200683594
0	88	371.9045104980469	224.1028594970703
1	88	455.592041015625	269.04168701171875
2	88	444.6346130371094	267.0986328125
0	89	373.8360900878906	279.4837341308594
1	89	455.8305969238281	318.0926818847656
2	89	445.6705627441406	332.72454833984375
0	90	373.8360900878906	279.4837341308594
1	90	455.8305969238281	318.0926818847656
0	91	375.740966796875	288.2501525878906
1	91	457.2930908203125	325.81158447265625
0	92	375.4912109375	271.13702392578125
1	92	457.373779296875	310.4957580566406
0	93	377.9280700683594	212.48744201660156
1	93	461.55859375	258.5694885253906
2	93	449.9195251464844	253.5587921142578
0	94	381.1568908691406	280.0491638183594
1	94	462.7376403808594	318.0817565917969
2	94	454.0281677246094	333.5443115234375
0	95	382.6789855957031	297.727783203125
1	95	464.4021911621094	333.6871337890625
2	95	455.6430358886719	355.2892150878906
0	96	383.58868408203125	276.86700439453125
1	96	465.0613098144531	315.31329345703125
2	96	456.5110778808594	329.93560791015625
0	97	385.59307861328125	199.76513671875
1	97	469.8581848144531	246.41830444335938
2	97	460.1212158203125	239.3162078857422
0	98	393.1974182128906	334.3963317871094
1	98	472.7384338378906	365.3824157714844
0	99	391.6705627441406	218.42138671875
1	99	475.1392517089844	262.332275390625
2	99	466.5237731933594	261.1886291503906
0	100	393.157958984375	205.62554931640625
1	100	476.9738464355469	251.08363342285156
0	101	399.0424499511719	223.1438751220703
1	101	482.0830993652344	266.505859375
2	101	474.56951904296875	265.7450256347656
0	102	399.0424499511719	223.1438751220703
1	102	482.0830993652344	266.505859375
2	102	474.56951904296875	265.7450256347656
0	103	398.4629821777344	165.96153259277344
1	103	484.0744323730469	214.6126251220703
2	103	475.0205993652344	201.38087463378906
0	104	400.3582763671875	199.31175231933594
1	104	484.1675109863281	245.2914581298828
0	105	403.2427978515625	152.26028442382812
1	105	489.2509765625	202.20452880859375
2	105	480.26934814453125	186.71524047851562
0	106	405.2626037597656	188.1779327392578
1	106	489.6440124511719	234.7152557373047
0	107	409.0108642578125	231.61380004882812
1	107	491.6578369140625	273.8827819824219
2	107	484.1722412109375	277.6798095703125
0	108	412.55279541015625	278.96160888671875
1	108	493.1854248046875	315.53192138671875
2	108	489.1178894042969	331.78851318359375
0	109	414.1897888183594	297.61907958984375
1	109	494.1703186035156	331.81719970703125
2	109	491.3157043457031	355.336181640625
0	110	411.3891906738281	178.78782653808594
1	110	496.00457763671875	225.68824768066406
2	110	488.17266845703125	216.07167053222656
0	111	413.1669616699219	192.09678649902344
1	111	497.1148376464844	237.8503875732422
2	111	490.53173828125	231.28817749023438
0	112	413.9990539550781	186.620849609375
1	112	498.509765625	232.27149963378906
2	112	491.31927490234375	224.72354125976562
0	113	413.5921630859375	173.62452697753906
1	113	498.54736328125	220.12864685058594
2	113	491.2353210449219	210.0207977294922
0	114	410.5813293457031	89.543701171875
1	114	499.02484130859375	143.5991973876953
2	114	488.9869079589844	119.07630157470703
0	115	419.2204284667969	284.50494384765625
1	115	499.6239929199219	320.03759765625
0	116	413.8208312988281	76.59736633300781
1	116	503.0600891113281	131.6353759765625
2	116	492.6289367675781	106.03976440429688
0	117	420.53973388671875	199.71539306640625
1	117	504.19775390625	244.55372619628906
2	117	498.3790283203125	239.54373168945312
0	118	420.53973388671875	199.71539306640625
1	118	504.19775390625	244.55372619628906
2	118	498.3790283203125	239.54373168945312
0	119	419.5636901855469	161.79949951171875
1	119	504.89019775390625	209.8389892578125
0	120	416.6936340332031	89.07755279541016
1	120	505.2355651855469	143.28436279296875
2	120	495.41259765625	119.04281616210938
0	121	418.7171630859375	130.10975646972656
1	121	505.6286926269531	180.82505798339844
0	122	429.55023193359375	295.9073486328125
1	122	508.7716369628906	329.42669677734375
0	123	428.49884033203125	262.7591247558594
1	123	509.4308166503906	300.0888977050781
2	123	507.7074890136719	312.7230224609375
0	124	429.52288818359375	196.65074157714844
1	124	513.2218017578125	241.0821075439453
2	124	508.0238952636719	236.0463104248047
0	125	425.179443359375	49.115203857421875
1	125	515.464599609375	105.27689361572266
0	126	427.3957214355469	72.10122680664062
1	126	516.7771606445312	126.63579559326172
0	127	427.3957214355469	72.10122680664062
1	127	516.7771606445312	126.63579559326172
2	127	506.7206115722656	101.92328643798828
0	128	435.98614501953125	257.8256530761719
1	128	516.8628540039062	295.4353332519531
0	129	427.4110107421875	54.40780258178711
1	129	517.1893920898438	109.6064682006836
2	129	506.4249267578125	83.79986572265625
0	130	433.649658203125	193.15243530273438
1	130	517.1964111328125	237.87290954589844
2	130	512.4209594726562	233.17855834960938
0	131	435.0168151855469	207.4556121826172
1	131	518.0142211914062	250.46058654785156
2	131	513.9344482421875	249.09231567382812
0	132	436.2100524902344	163.0478057861328
1	132	521.0407104492188	210.04180908203125
2	132	515.1641845703125	199.37744140625
0	133	441.34307861328125	238.87057495117188
1	133	522.7822265625	278.1222229003906
0	134	434.568603515625	48.48609924316406
1	134	524.6557006835938	104.1349105834961
2	134	513.6351318359375	78.05377197265625
0	135	441.23675537109375	173.00982666015625
1	135	526.0413208007812	218.62725830078125
0	136	443.6355895996094	198.5147705078125
1	136	527.1069946289062	241.44703674316406
0	137	447.4305114746094	280.6923828125
1	137	527.1720581054688	315.2547302246094
0	138	447.52056884765625	267.8389587402344
1	138	527.6497802734375	303.4428405761719
2	138	527.9862670898438	319.27008056640625
0	139	447.52056884765625	267.8389587402344
1	139	527.6497802734375	303.4428405761719
2	139	527.9862670898438	319.27008056640625
0	140	439.751953125	72.37200164794922
1	140	528.9122314453125	126.08026885986328
0	141	439.751953125	72.37200164794922
1	141	528.9122314453125	126.08026885986328
0	142	440.0011291503906	77.88379669189453
1	142	529.2051391601562	130.6949005126953
2	142	519.5092163085938	108.20806884765625
0	143	448.44354248046875	49.12027359008789
1	143	538.944091796875	103.82051849365234
0	144	456.68353271484375	169.27865600585938
1	144	541.19921875	214.31027221679688
0	145	459.4447021484375	172.79861450195312
1	145	543.618896484375	217.44940185546875
0	146	459.8621520996094	162.4694366455078
1	146	544.3248901367188	208.57713317871094
2	146	540.1309204101562	199.49900817871094
0	147	487.23480224609375	363.11944580078125
1	147	549.1353759765625	367.16546630859375
0	148	461.4451904296875	81.2132339477539
1	148	549.7410888671875	133.22265625
2	148	540.9833374023438	113.0901870727539
0	149	470.61505126953125	53.22370529174805
1	149	560.44580078125	106.47222900390625
2	149	549.4910278320312	84.93805694580078
0	150	550.2018432617188	357.1296691894531
1	150	605.1580200195312	357.6541748046875
1	151	196.2747802734375	252.3461151123047
2	151	145.6758575439453	283.47833251953125
1	152	228.80264282226562	85.05048370361328
2	152	201.9873504638672	192.78773498535156
1	153	225.57093811035156	21.617515563964844
2	153	205.9602508544922	74.60792541503906
1	154	328.5036926269531	210.16168212890625
2	154	299.87646484375	241.07737731933594
1	155	369.46295166015625	345.1512145996094
2	155	343.0650939941406	362.8111267089844
1	156	371.9023132324219	366.78839111328125
2	156	344.7765197753906	394.951416015625
1	157	372.9371643066406	363.0607604980469
2	157	347.1071472167969	390.098388671875
1	158	375.0907287597656	360.0386962890625
2	158	348.69940185546875	385.7196044921875
1	159	369.95867919921875	176.19342041015625
2	159	350.8678283691406	142.9803009033203
1	160	373.8016357421875	241.10308837890625
2	160	352.639892578125	223.13751220703125
1	161	378.6320495605469	343.5333557128906
2	161	354.0449523925781	361.77911376953125
1	162	381.8507995605469	297.6702575683594
2	162	358.94134521484375	297.9312438964844
1	163	384.1012268066406	264.2250061035156
2	163	363.2060852050781	253.56253051757812
1	164	384.54150390625	149.9906768798828
2	164	367.4557189941406	114.08055114746094
1	165	389.1943054199219	297.5567932128906
2	165	367.8300476074219	298.7324523925781
1	166	389.7060241699219	244.429443359375
2	166	370.423828125	228.9595947265625
1	167	387.5253601074219	135.30113220214844
2	167	371.3984069824219	98.46890258789062
1	168	392.831298828125	285.4114074707031
2	168	372.1959228515625	282.4854736328125
1	169	400.906494140625	346.82708740234375
2	169	380.5603332519531	368.0334167480469
1	170	402.63116455078125	361.6792907714844
2	170	382.1158142089844	389.91571044921875
1	171	404.1429138183594	308.4399108886719
2	171	384.9095153808594	313.7192077636719
1	172	404.7898864746094	341.1098937988281
2	172	385.4740905761719	360.23260498046875
1	173	407.3062438964844	392.9992980957031
2	173	387.1313781738281	437.4308166503906
1	174	405.0002136230469	247.44989013671875
2	174	387.2579345703125	234.2539520263672
1	175	406.64306640625	289.3852844238281
2	175	388.8619689941406	288.77301025390625
1	176	403.4821472167969	107.47726440429688
2	176	389.0871887207031	68.57560729980469
1	177	407.5344543457031	283.9107666015625
2	177	389.7445373535156	281.9713439941406
1	178	410.06317138671875	304.6766662597656
2	178	392.3260192871094	310.0517578125
1	179	410.41705322265625	296.60479736328125
2	179	393.0022277832031	299.2075500488281
1	180	414.04669189453125	345.4330749511719
2	180	396.3124694824219	367.33380126953125
1	181	413.1404113769531	214.08323669433594
2	181	397.1295166015625	192.87527465820312
1	182	413.5818786621094	128.58399963378906
2	182	399.2650146484375	92.89781188964844
1	183	414.91693115234375	135.64959716796875
2	183	400.4127197265625	101.52676391601562
1	184	419.3546447753906	256.07696533203125
2	184	403.59405517578125	246.12237548828125
1	185	419.4972839355469	134.43101501464844
2	185	405.0606994628906	99.92318725585938
1	186	425.3872375488281	280.8659362792969
2	186	410.5984802246094	279.4734191894531
1	187	426.75408935546875	268.14794921875
2	187	411.7679748535156	262.63397216796875
1	188	426.92315673828125	227.54774475097656
2	188	412.32373046875	211.4759063720703
1	189	428.7121276855469	347.390625
2	189	413.6851501464844	370.9342346191406
1	190	430.3234558105469	240.44386291503906
2	190	416.3134765625	227.81494140625
1	191	432.5074768066406	215.87411499023438
2	191	418.62322998046875	197.41378784179688
1	192	433.5049743652344	201.57431030273438
2	192	419.872802734375	180.43211364746094
1	193	437.35052490234375	281.0666198730469
2	193	424.40069580078125	280.6201477050781
1	194	440.4108581542969	262.6051940917969
2	194	427.4722900390625	257.01007080078125
1	195	445.6270751953125	322.4571533203125
2	195	433.44647216796875	337.98077392578125
1	196	446.341064453125	318.0431213378906
2	196	434.53369140625	331.8681945800781
1	197	447.85540771484375	324.8857421875
2	197	436.5116882324219	341.12005615234375
1	198	454.11639404296875	293.0347595214844
2	198	443.34503173828125	298.30792236328125
1	199	459.486572265625	223.16000366210938
2	199	448.6986999511719	209.22764587402344
1	200	470.5687561035156	295.1542663574219
2	200	456.2724304199219	299.7254943847656
1	201	490.2035827636719	330.727783203125
2	201	485.90753173828125	353.9571838378906
1	202	495.52020263671875	184.0372772216797
2	202	486.56951904296875	165.26348876953125
1	203	498.54736328125	220.12864685058594
2	203	491.2353210449219	210.0207977294922
1	204	500.9874267578125	241.05262756347656
2	204	494.68890380859375	235.66297912597656
1	205	507.879638671875	218.8313446044922
2	205	500.9745788574219	208.75108337402344
1	206	510.90460205078125	280.8777160644531
2	206	508.27008056640625	287.6362609863281
1	207	516.8848266601562	216.5592498779297
2	207	510.93011474609375	207.06752014160156
1	208	521.4645385742188	142.8069305419922
2	208	512.0311279296875	120.95552825927734
1	209	520.826904296875	150.9564666748047
2	209	512.1388549804688	129.8892059326172
1	210	524.3668212890625	98.26798248291016
2	210	514.406494140625	72.08915710449219
1	211	520.3675537109375	255.60963439941406
2	211	517.4263916015625	253.78009033203125
1	212	521.976806640625	299.5765380859375
2	212	520.7850952148438	313.0823974609375
1	213	526.8914184570312	307.8710021972656
2	213	527.43408203125	325.0540466308594
1	214	533.9246215820312	244.61386108398438
2	214	531.0773315429688	243.45706176757812
1	215	549.4829711914062	126.9903335571289
2	215	540.6298828125	105.89436340332031
1	216	551.4071044921875	144.47618103027344
2	216	543.4489135742188	125.40013122558594
0	217	202.6895751953125	97.37942504882812
2	217	189.82899475097656	190.90228271484375
0	218	266.8962097167969	99.21704864501953
2	218	262.4078674316406	194.10385131835938
0	219	285.1062316894531	370.6827087402344
2	219	338.02362060546875	450.1906433105469
0	220	284.6100769042969	325.403564453125
2	220	340.7316589355469	390.1019287109375
0	221	285.67218017578125	303.7783203125
2	221	343.0650939941406	362.8111267089844
0	222	288.3393859863281	329.0168151855469
2	222	344.7765197753906	394.951416015625
0	223	288.7538757324219	298.8823547363281
2	223	347.0527648925781	356.7359313964844
0	224	286.65045166015625	206.36033630371094
2	224	350.70855712890625	244.7664794921875
0	225	287.550537109375	187.440185546875
2	225	352.639892578125	223.13751220703125
0	226	287.9048767089844	192.13365173339844
2	226	352.7838134765625	228.8556671142578
0	227	287.9048767089844	192.13365173339844
2	227	352.7838134765625	228.8556671142578
0	228	291.74365234375	235.87144470214844
2	228	354.35528564453125	279.8973083496094
0	229	291.74365234375	235.87144470214844
2	229	354.35528564453125	279.8973083496094
0	230	293.55108642578125	263.45550537109375
2	230	354.8892822265625	313.26611328125
0	231	291.63970947265625	193.83067321777344
2	231	356.8904113769531	230.58807373046875
0	232	291.63970947265625	193.83067321777344
2	232	356.8904113769531	230.58807373046875
0	233	285.33270263671875	61.554813385009766
2	233	358.5368957519531	84.9665298461914
0	234	295.9631042480469	194.995849609375
2	234	361.6165466308594	232.19154357910156
0	235	302.3325500488281	305.0343933105469
2	235	363.1624755859375	363.9555358886719
0	236	290.5104064941406	67.91574096679688
2	236	363.5943298339844	92.03466033935547
0	237	296.8112487792969	171.65769958496094
2	237	363.8282775878906	205.4267578125
0	238	292.3011474609375	47.443321228027344
2	238	366.8251953125	70.74028778076172
0	239	294.4933166503906	78.77655029296875
2	239	366.96893310546875	103.40582275390625
0	240	303.2023620605469	187.490478515625
2	240	370.1678161621094	223.4197998046875
0	241	307.8803405761719	238.00509643554688
2	241	372.1959228515625	282.4854736328125
0	242	311.6829833984375	325.165771484375
2	242	372.57403564453125	389.62860107421875
0	243	306.98687744140625	192.89450073242188
2	243	374.07550048828125	229.99139404296875
0	244	309.2869873046875	247.2258758544922
2	244	374.2810974121094	293.7983703613281
0	245	312.36053466796875	234.99395751953125
2	245	377.6270446777344	278.99737548828125
0	246	311.03009033203125	192.2610626220703
2	246	378.6838684082031	229.66722106933594
0	247	311.03009033203125	192.2610626220703
2	247	378.6838684082031	229.66722106933594
0	248	314.0832824707031	244.86814880371094
2	248	379.29852294921875	291.0782775878906
0	249	320.0439147949219	325.3979797363281
2	249	382.1158142089844	389.91571044921875
0	250	319.92279052734375	306.340087890625
2	250	382.53125	365.7956848144531
0	251	316.79437255859375	243.3629913330078
2	251	382.59320068359375	289.1106872558594
0	252	309.9879455566406	83.69015502929688
2	252	383.01153564453125	109.17750549316406
0	253	319.2442321777344	245.050048828125
2	253	385.10052490234375	291.07012939453125
0	254	320.3568115234375	240.76016235351562
2	254	386.36846923828125	286.0101013183594
0	255	323.6124572753906	321.2939147949219
2	255	386.56866455078125	384.8551940917969
0	256	322.5001525878906	274.6329345703125
2	256	386.8531188964844	326.8518371582031
0	257	318.3148498535156	191.65269470214844
2	257	386.9720153808594	228.72470092773438
0	258	318.3148498535156	191.65269470214844
2	258	386.9720153808594	228.72470092773438
0	259	322.0138244628906	258.4034729003906
2	259	387.0001220703125	306.52923583984375
0	260	319.26593017578125	196.75534057617188
2	260	387.2579345703125	234.2539520263672
0	261	323.69287109375	304.94842529296875
2	261	387.47454833984375	363.9114990234375
0	262	321.61334228515625	240.1161651611328
2	262	387.9996032714844	285.11199951171875
0	263	321.61334228515625	240.1161651611328
2	263	387.9996032714844	285.11199951171875
0	264	321.7043762207031	229.6282958984375
2	264	388.20965576171875	272.7979736328125
0	265	322.3682556152344	243.088134765625
2	265	388.8619689941406	288.77301025390625
0	266	314.02685546875	46.61556625366211
2	266	389.6954650878906	70.93720245361328
0	267	314.02685546875	46.61556625366211
2	267	389.6954650878906	70.93720245361328
0	268	315.0537109375	41.27484130859375
2	268	390.43115234375	65.29493713378906
0	269	325.6800537109375	265.63299560546875
2	269	391.1962890625	316.6382141113281
0	270	322.9915466308594	195.24264526367188
2	270	391.7689208984375	231.98141479492188
0	271	322.1211242675781	168.4374237060547
2	271	392.27532958984375	202.2681121826172
0	272	328.7342529296875	302.989013671875
2	272	393.3583679199219	361.4230041503906
0	273	326.9532775878906	243.8201446533203
2	273	393.75421142578125	289.79132080078125
0	274	328.23455810546875	283.5555419921875
2	274	393.844482421875	337.6280212402344
0	275	318.871826171875	67.69499969482422
2	275	393.85040283203125	93.08523559570312
0	276	326.07159423828125	229.46658325195312
2	276	393.9585266113281	272.5616455078125
0	277	320.40460205078125	50.84286117553711
2	277	396.26934814453125	75.5008544921875
0	278	327.02630615234375	181.04986572265625
2	278	396.7548522949219	216.9858856201172
0	279	333.3835754394531	305.0379943847656
2	279	398.5271911621094	364.1405944824219
0	280	324.4322204589844	67.34222412109375
2	280	399.2650146484375	92.89781188964844
0	281	331.0846862792969	234.49813842773438
2	281	399.2734680175781	278.65399169921875
0	282	334.2629699707031	298.1275634765625
2	282	399.7796630859375	355.7135009765625
0	283	325.9181213378906	83.16204071044922
2	283	400.21148681640625	109.40846252441406
0	284	333.2447814941406	251.28179931640625
2	284	400.2852783203125	298.85467529296875
0	285	330.9779968261719	170.72470092773438
2	285	401.0096130371094	204.6987762451172
0	286	325.46527099609375	43.89082336425781
2	286	401.411865234375	68.37374114990234
0	287	331.59674072265625	183.95535278320312
2	287	401.50616455078125	219.82278442382812
0	288	331.59674072265625	183.95535278320312
2	288	401.89154052734375	219.90306091308594
0	289	331.6996765136719	180.04837036132812
2	289	402.296142578125	215.7591552734375
0	290	337.684326171875	304.10906982421875
2	290	403.3880310058594	362.61285400390625
0	291	338.95001220703125	325.5579528808594
2	291	404.09765625	389.971435546875
0	292	329.3681335449219	59.88028335571289
2	292	404.8426208496094	84.78254699707031
0	293	335.8396301269531	177.329345703125
2	293	406.7834777832031	212.51104736328125
0	294	341.4205627441406	235.04669189453125
2	294	410.5984802246094	279.4734191894531
0	295	341.33648681640625	195.8383026123047
2	295	412.0816650390625	234.03330993652344
0	296	340.8641357421875	176.02386474609375
2	296	412.32373046875	211.4759063720703
0	297	337.35504150390625	58.27362823486328
2	297	413.4395446777344	83.7392349243164
0	298	340.44183349609375	85.4255142211914
2	298	415.5530700683594	112.38379669189453
0	299	340.1431579589844	71.54756164550781
2	299	415.72979736328125	97.76101684570312
0	300	339.1377258300781	45.3713493347168
2	300	415.8505554199219	70.62584686279297
0	301	348.5892028808594	333.66058349609375
2	301	416.0723571777344	399.87396240234375
0	302	345.7081604003906	184.4844512939453
2	302	417.472900390625	220.99642944335938
0	303	349.102294921875	204.00364685058594
2	303	420.2834777832031	242.9671630859375
0	304	345.9162902832031	111.53837585449219
2	304	420.5	140.8475341796875
0	305	349.62030029296875	199.22409057617188
2	305	420.9985046386719	236.86563110351562
0	306	349.62030029296875	199.22409057617188
2	306	420.9985046386719	236.86563110351562
0	307	350.7454833984375	168.43502807617188
2	307	423.1022033691406	203.12672424316406
0	308	353.5450134277344	236.10189819335938
2	308	424.40069580078125	280.6201477050781
0	309	351.50372314453125	153.77767944335938
2	309	424.7795715332031	186.32858276367188
0	310	356.60650634765625	290.04327392578125
2	310	425.61285400390625	345.5188293457031
0	311	356.60650634765625	290.04327392578125
2	311	425.61285400390625	345.5188293457031
0	312	355.8727111816406	258.3819274902344
2	312	426.03741455078125	307.3160400390625
